Doctor ID,Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration,MBBS,FCPS,BCS,MD,MS,MCPS,CCD,PGT,BDS,MPH,location
3201,Asst. Prof. Dr. Sayeed Saleh Khan,"['MBBS', 'DO (OPHTHALMOLOGY)']",Ophthalmologist,17,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Age-Related Macular Degeneration Treatment', 'Allergic Conjunctivitis', 'Amblyopia (Lazy Eye)', 'Cataracts', 'Diabetic Retinopathy Screening/ Treatment', 'Dry Eyes', 'Glaucoma Evaluation / Treatment', 'Injuries And Trauma', 'Ptosis', 'Refractive Errors', 'Retinal Detachment Surgery', 'Strabismus', 'Treatment For Keratoconus', 'Color Vision Deficiency']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3202,Assoc. Prof. Dr. Shah Didar Imam,"['MBBS', 'CCD', 'MPH', 'MD']",Neuromedicine Specialist,16,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Autism', 'Brain Mapping', 'Cerebrovascular Disease', 'Confusion', 'Dementia Treatment', 'Epilepsy', 'Headache Disorders', 'Laminectomy', 'Meningitis', 'Movement Condition Or Imbalance', 'Numbness Or Tingling', ""Parkinson'S Disease"", 'Seizure Disorders', 'Vertigo/Dizziness', 'Cerebral Stroke']",1,0,0,1,0,0,1,0,0,1,DHAKA-1840
3203,Prof. Dr. Md. Nurul Huda,"['MBBS', 'MCPS', 'MD', 'FCPS']","Medicine Specialist
Nephrologist",26,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Aesthetic Medicine', ""Alzheimer'S Disease"", 'Arthritis Problem', 'General Medicine', 'Geriatric Medicine', 'Heart Diseases', 'Infectious Diseases', 'Neonatal Medicine', ""Parkinson'S Disease"", 'Pediatric Medicine', 'Trauma And Wound Care', 'Vaccination / Immunization', 'Influenza (Common Cold)']",1,1,0,1,0,1,0,0,0,0,DHAKA-1840
3204,Dr. Md. Afsin Islam,"['MBBS', 'FCPS']",Medicine Specialist,25,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Aesthetic Medicine', ""Alzheimer'S Disease"", 'Arthritis Problem', 'General Medicine', 'Geriatric Medicine', 'Heart Diseases', 'Infectious Diseases', 'Influenza (Common Cold)', 'Neonatal Medicine', ""Parkinson'S Disease"", 'Pediatric Medicine', 'Trauma And Wound Care', 'Trouble Sleeping', 'Vaccination / Immunization', 'Adolescent Medicine']",1,1,0,0,0,0,0,0,0,0,DHAKA-1840
3205,Dr. Mahbuba Akter,"['MBBS', 'FCPS']",Gynecologist & Obstetrician,18,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Recurrent Miscarriages', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Menorrhagia (Menstrual Disorder)']",1,1,0,0,0,0,0,0,0,0,DHAKA-1840
3206,Dr. Sabina Siddiqua,"['MBBS', 'MS']",Gynecologist & Obstetrician,13,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,0,0,0,1,0,0,0,0,0,DHAKA-1840
3207,Assoc. Prof. Dr. Afroza Khanom,"['MBBS', 'FCPS', 'DGO', 'MCPS']",Gynecologist & Obstetrician,21,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,0,0,0,1,0,0,0,0,DHAKA-1840
3208,Asst. Prof. Dr. Silvia Rahman,"['MBBS', 'FCPS']",Gynecologist & Obstetrician,17,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,0,0,0,0,0,0,0,0,DHAKA-1840
3209,Prof. Dr. Hashina Banu,"['MBBS', 'MS']",Gynecologist & Obstetrician,30,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Recurrent Miscarriages', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Menorrhagia (Menstrual Disorder)']",1,0,0,0,1,0,0,0,0,0,DHAKA-1840
3210,Dr. Md. Nakibul Hasan,"['MBBS', 'DLO']",Otolaryngologists (ENT),15,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Adenoiditis', 'Allergies', 'Cholesteatoma', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngeal Papillomatosis', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', ""Zenker'S Diverticulum""]",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3211,Asst. Prof. Dr. Md. Sazzadul Haque,"['MBBS', 'FCPS']",Otolaryngologists (ENT),19,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Adenoiditis', 'Allergies', 'Cholesteatoma', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngeal Papillomatosis', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', ""Zenker'S Diverticulum"", 'Nasal Polyps']",1,1,0,0,0,0,0,0,0,0,DHAKA-1840
3212,Prof. Dr. Md. Shahiduzzaman Raton,"['MBBS', 'DLO']",Otolaryngologists (ENT),28,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Adenoiditis', 'Allergies', 'Cholesteatoma', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Laryngeal Papillomatosis']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3213,Asst. Prof. Dr. Gazi Manjurul Islam,"['MBBS', 'DLO']",Otolaryngologists (ENT),15,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Adenoiditis', 'Allergies', 'Cholesteatoma', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngeal Papillomatosis', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', ""Zenker'S Diverticulum"", 'Nasal Polyps']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3214,Asst. Prof. Dr. Shazia Afrine Eva,"['MBBS', 'MD']",Endocrinologist,17,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Adrenal Disorders', 'Adrenal Gland Disorders', 'Goiter Treatment', 'Hyperlipidemia', 'Hyperthyroidism', 'Hypopituitarism', 'Hypothyroidism', 'Obesity', 'Osteoporosis Treatment', 'Parathyroid Diseases', 'Pituitary Stalk Lesions', 'Thyroid Disorder Treatment', 'Thyroid Disorders In Pregnancy', 'Thyroid Swelling', 'Growth Hormone Disorders']",1,0,0,1,0,0,0,0,0,0,DHAKA-1840
3215,Asst. Prof. Dr. Md. Al-Sadi,"['MBBS', 'DEM', 'CCD', 'MACE']",Endocrinologist,16,Popular Diagnostic Centre Ltd. | Shyamoli, Dhaka-1207,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Goiter Treatment', 'Growth Hormone Disorders', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Hypopituitarism', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Thyroid Storm', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,0,0,0,1,0,0,0,DHAKA-DHAKA-1207
3216,Assoc. Prof. Dr. Kamrul Islam,"['MBBS', 'DDV', 'FCPS']",Dermatologist,17,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,1,0,0,0,0,0,0,0,0,DHAKA-1840
3217,Asst. Prof. Dr. Md. Afzal Hossain,"['MBBS', 'D-CARD']",Cardiologist,18,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Abnormal Heartbeat', 'Anticoagulation Therapy', 'Antiplatelet Therapy', 'Cardiac Medicine', 'Cardiac Rehabilitation', 'Cardiogenic Shock', 'Cardiomyopathy', 'Coronary Artery Disease (Cad)', 'Healthy Heart Diet', 'Heart Abnormalities', 'Heart Attack', 'Heart Infection (Endocarditis)', 'High Blood Pressure', 'High Cholesterol', 'General Cardiac Check-Up']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3218,Prof. Dr. Md. Abdul Karim,"['MBBS', 'D-CARD']",Cardiologist,25,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Abnormal Heartbeat', 'Anticoagulation Therapy', 'Antiplatelet Therapy', 'Cardiac Medicine', 'Cardiac Rehabilitation', 'Cardiogenic Shock', 'Cardiomyopathy', 'Coronary Artery Disease (Cad)', 'Healthy Heart Diet', 'Heart Abnormalities', 'Heart Attack', 'Heart Infection (Endocarditis)', 'High Blood Pressure', 'High Cholesterol', 'General Cardiac Check-Up']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3219,Dr. Md. Abdul Kader Sarker,"['MBBS', 'DM']",Cardiologist,17,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Abnormal Heartbeat', 'Anticoagulation Therapy', 'Antiplatelet Therapy', 'Cardiac Medicine', 'Cardiac Rehabilitation', 'Cardiogenic Shock', 'Cardiomyopathy', 'Coronary Artery Disease (Cad)', 'Healthy Heart Diet', 'Heart Abnormalities', 'Heart Attack', 'Heart Infection (Endocarditis)', 'High Blood Pressure', 'High Cholesterol', 'General Cardiac Check-Up']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3220,Assoc. Prof. Dr. Atikuzzaman Sohel,"['MBBS', 'D-CARD']",Cardiologist,19,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Abnormal Heartbeat', 'Anticoagulation Therapy', 'Antiplatelet Therapy', 'Cardiac Medicine', 'Cardiac Rehabilitation', 'Cardiogenic Shock', 'Cardiomyopathy', 'Coronary Artery Disease (Cad)', 'Healthy Heart Diet', 'Heart Abnormalities', 'Heart Attack', 'Heart Infection (Endocarditis)', 'High Blood Pressure', 'High Cholesterol', 'General Cardiac Check-Up']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3221,Dr. Mehedi Hasan,"['MBBS', 'DA']",Anesthesiologist,16,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Arthritis And Pain Management', 'Asthma', 'Cardiac Anesthesia', 'Epilepsy', 'General Anesthesia', 'Geriatric Anesthesia', 'Hypertension (High Blood Pressure)', 'Maxillary Nerve Block', 'Neuro Anesthesia', 'Ob-Gyn Anesthesia', 'Obstructive Sleep Apnea (Osa)', 'Pediatric Anesthesia', 'Proxymetacaine Anesthesia', 'Regional Anesthesia', 'Spinal Anesthesia', 'Stroke', 'Trauma Anesthesia', 'Intrathecal Anesthesia']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3222,Prof. Dr. Md. Fazlul Huq,"['MBBS', 'DCM', 'D.A']",Anesthesiologist,30,Monno Medical College & Hospital Ltd., Dhaka-1840,"['Asthma', 'Cardiac Anesthesia', 'Concentration Problems', 'Epilepsy', 'General Anesthesia', 'Geriatric Anesthesia', 'Hypertension (High Blood Pressure)', 'Maxillary Nerve Block', 'Neuro Anesthesia', 'Ob-Gyn Anesthesia', 'Obstructive Sleep Apnea (Osa)', 'Pain Management', 'Pediatric Anesthesia', 'Regional Anesthesia', 'Spinal Anesthesia', 'Stroke', 'Trauma Anesthesia', 'Proxymetacaine Anesthesia']",1,0,0,0,0,0,0,0,0,0,DHAKA-1840
3223,Prof. Dr. Asit Baran Adhikary,"['MBBS', 'MS', 'PHD', 'DSC (CTS)', 'FICS', 'FIACS', 'FRCS', 'FRCS']","Thoracic Surgeon
Cardiac Surgeon
Vascular Surgeon",26,Impulse Hospital Ltd., Dhaka-1215,"['Arterial Embolism', 'Atherosclerosis', 'Blood Clots', 'Cardiac Ablation', 'Cardiac Pacing', 'Cardiac Transplant', 'Carotid Artery Disease', 'Cerebrovascular Disease', 'Congenital Heart Defects', 'Coronary Angiogram', 'Coronary Angioplasty', 'Heart Failure', 'Invasive Cardiac', 'Open Heart Surgery', 'Pacemaker Implantation', 'Peripheral Angioplasty', 'Robotic Cardiac Surgery', 'Varicose Veins Treatment', 'Vasculitis', 'Cardio Thoracic Surgery']",1,0,0,0,1,0,0,0,0,0,DHAKA-1215
3224,Prof. Dr. K. C. Ganguly,"['MBBS', 'DTCD', 'MD', 'FCCP', 'MACP']",Respiratory Specialist,29,Impulse Hospital Ltd., Dhaka-1215,"['Asbestosis', 'Bronchitis Treatment', 'Chronic Bronchitis', 'Chronic Cough', 'Cystic Fibrosis', 'Emphysema', 'Goodpasture Syndrome', 'Hypersensitivity Pneumonitis', 'Lung Abscess', 'Pleural Effusion', 'Pneumonia', 'Pulmonary Edema', 'Pulmonary Hypertension', 'Tuberculosis', 'Primary Ciliary Dyskinesia (Pcd)']",1,0,0,1,0,0,0,0,0,0,DHAKA-1215
3225,Prof. Dr. M. Jalaluddin,"['MBBS', 'FCPS']",Interventional Cardiologist,29,Impulse Hospital Ltd., Dhaka-1215,"['Abnormal Heartbeat', 'Anticoagulation Therapy', 'Antiplatelet Therapy', 'Cardiac Medicine', 'Cardiac Rehabilitation', 'Cardiogenic Shock', 'Cardiomyopathy', 'Coronary Artery Disease (Cad)', 'Healthy Heart Diet', 'Heart Abnormalities', 'Heart Attack', 'Heart Infection (Endocarditis)', 'High Blood Pressure', 'High Cholesterol', 'General Cardiac Check-Up']",1,1,0,0,0,0,0,0,0,0,DHAKA-1215
3226,Prof. Dr. Lt. Col. Rtd Chowdhury Md. Ikramul Latif,"['MBBS', 'FCPS', 'MCPS']",Psychiatrist,30,Impulse Hospital Ltd., Dhaka-1215,"[""Alzheimer'S Disease"", 'Autism', 'Autism Spectrum Disorder (Asd)', 'Bipolar Disorder Treatment', 'Depression Treatment', 'Eating Disorders', 'Generalized Anxiety Disorder (Gad)', 'Genetic Predisposition', 'Major Depressive Disorder', 'Panic Disorder', 'Post-Traumatic Stress Disorder (Ptsd)', 'Schizophrenia Treatment', 'Social Anxiety Disorder', 'Substance Abuse', 'Brain Structure & Function']",1,1,0,0,0,1,0,0,0,0,DHAKA-1215
3227,Prof. Dr. Col. Nazma Siddiquee,"['MBBS', 'DGO', 'FCPS']",Gynecologic Oncologist,28,Impulse Hospital Ltd., Dhaka-1215,"['Breast Cancer Treatment', 'Cancer Screening (Preventive)', 'Cervical Dysplasia (Pre-Cancerous Changes)', 'Fallopian Tube Cancer', 'Gestational Trophoblastic Disease (Molar Pregnancy)', 'Lumpectomy', 'Mastectomy', 'Mixed Epithelial Tumors', 'Mixed Epithelial Tumors', 'Ovarian Borderline Tumors', 'Ovarian Cancer', 'Pap Collection', 'Uterine Cancer', 'Vaginal Cancer', 'Vulvar Cancer', 'Adenoid Cystic Carcinoma (Cervix)']",1,1,0,0,0,0,0,0,0,0,DHAKA-1215
3228,Prof. Dr. Aloke Kumar Saha,"['MBBS', 'FCPS']",Pediatrician,29,Impulse Hospital Ltd., Dhaka-1215,"['Allergy Testing', 'Asthma', 'Auto-Immune Diseases In Children', 'Child Nutrition', 'Child Trauma & Injuries', 'Health Checkup (Pediatric)', 'Infectious Diseases', 'Malnutrition', 'New Born Care', 'Pediatric Emergencies', 'Pediatric Intensive Care Unit (Picu)', 'Pneumonia Treatment', 'Vaccination/ Immunization', 'Viral Fever Treatment', 'Growth & Development']",1,1,0,0,0,0,0,0,0,0,DHAKA-1215
3229,Prof. Dr. Md. Atoar Rahman,"['BDS', 'DDS(DU) & FICD(USA)']",Dentist,27,Impulse Hospital Ltd., Dhaka-1215,"['Dental Caries', 'Dental Implants', 'Dental Implants', 'Dry Mouth', 'Impacted Teeth', 'Impacted Teeth', 'Improve Jaw Function', 'Mouth Tumors', 'Periodontal Disease', 'Salivary Gland Disorders', 'Sensitive Teeth', 'Temporomandibular Joint (Tmj)', 'Tooth Decay', 'Treat Oral Diseases', 'Orthodontics']",0,0,0,0,0,0,0,0,1,0,DHAKA-1215
3230,Prof. Dr. Col. Muhammad Ariful Islam Miah,"['MBBS', 'FCPS', 'OJT RHEUMATOLOGY']","Medicine Specialist
Rheumatologist",27,Impulse Hospital Ltd., Dhaka-1215,"[""Alzheimer'S Disease"", 'Anti Phospholipid Syndrome', 'Arthritis Management', 'Arthritis Problem', 'General Medicine', 'Gout Treatment', 'Heart Diseases', 'Infectious Diseases', 'Myositis', 'Neonatal Medicine', ""Parkinson'S Disease"", 'Psoriasis Treatment', 'Sarcoidosis', 'Scleroderma Treatment', 'Sjogren Syndrome', 'Trauma And Wound Care', 'Trouble Sleeping', 'Vaccination / Immunization', 'Juvenile Idiopathic Arthritis']",1,1,0,0,0,0,0,0,0,0,DHAKA-1215
3231,Prof. Dr. Mohammad Sirajul Haque,"['MBBS', 'FCPS', 'MS']",Urologist,27,Impulse Hospital Ltd., Dhaka-1215,"['Bladder Control Problems', 'Cystocele', 'Epididymitis', 'Erectile Dysfunction (Ed)', 'Hydronephrosis', 'Kidney Stones', 'Neurogenic Bladder', ""Peyronie'S Disease"", 'Prostate Problems', 'Pyelonephritis', 'Testicular Cancer', 'Ureteral Stricture', 'Urinary Tract Infections', 'Urologic Diseases', 'Orchitis']",1,1,0,0,1,0,0,0,0,0,DHAKA-1215
3232,Prof. Col. Rtd. Dr. Abdul Hai,"['MBBS', 'MCPS', 'FCPS']",Hematologist,25,Impulse Hospital Ltd., Dhaka-1215,"['Anemia', 'Blood Clots', 'Bone Marrow Failure Syndromes', 'Coagulation Disorders', 'Hemochromatosis (Excess Iron)', 'Hemoglobinopathies (E.G.', ' Hbs', ' Hbc)', 'Hemolytic Anemia', 'Hemophilia', 'Iron-Deficiency Anemia', 'Leukemia', 'Lymphoma', 'Plasma Cell Disorders', 'Sickle Cell Anemia', 'Thalassemia', 'Eosinophilic Disorders']",1,1,0,0,0,1,0,0,0,0,DHAKA-1215
3233,Asst. Prof. Dr. Md. Latifur Rahman Miah,"['MBBS', 'BCS', 'MS', 'FCPS']",Urologist,25,Impulse Hospital Ltd., Dhaka-1215,"['Bladder Control Problems', 'Cystocele', 'Epididymitis', 'Erectile Dysfunction (Ed)', 'Hydronephrosis', 'Kidney Stones', 'Neurogenic Bladder', ""Peyronie'S Disease"", 'Prostate Problems', 'Pyelonephritis', 'Testicular Cancer', 'Ureteral Stricture', 'Urinary Tract Infections', 'Urologic Diseases', 'Orchitis']",1,1,1,0,1,0,0,0,0,0,DHAKA-1215
3234,Dr. Umme Salma,"['MBBS', 'CCD', 'DM']",Diabetologist,26,Impulse Hospital Ltd., Dhaka-1215,"['Alcoholic Fatty Liver Disease', 'Depression And Anxiety In Diabetes', 'Diabetes Management', 'Diabetes Type 2', 'Gestational Diabetes', 'High Cholesterol (Dyslipidemia)', 'Metabolic Disease', 'Non-Alcoholic Fatty Liver Disease (Nafld)', 'Obesity', 'Pituitary Diseases', 'Polycystic Ovary Syndrome (Pcos)', 'Prediabetes', 'Thyroid Disorders In Diabetes', 'Type 1 Diabetes Treatment', 'Pancreatitis']",1,0,0,0,0,0,1,0,0,0,DHAKA-1215
3235,Dr. Zahangir Mia,"['MBBS', 'FRCS']",General Surgeon,22,Impulse Hospital Ltd., Dhaka-1215,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Pancreas Removal', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure', 'Spleen Removal']",1,0,0,0,0,0,0,0,0,0,DHAKA-1215
3236,Dr. A. K. M. Shahjahan,"['MBBS', 'MD', 'PGST (PEDIATRICS)']",Pediatrician,24,Impulse Hospital Ltd., Dhaka-1215,"['Allergy Testing', 'Asthma', 'Auto-Immune Diseases In Children', 'Child Nutrition', 'Child Trauma & Injuries', 'Health Checkup (Pediatric)', 'Infectious Diseases', 'New Born Care', 'Pediatric Emergencies', 'Pediatric Intensive Care Unit (Picu)', 'Pneumonia Treatment', 'Vaccination/ Immunization', 'Viral Fever Treatment', 'Growth & Development']",1,0,0,1,0,0,0,0,0,0,DHAKA-1215
3237,Dr. Nazia Sultana,"['MBBS', 'FCPS']",Gynecologist & Obstetrician,21,Impulse Hospital Ltd., Dhaka-1215,"['Embolization', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,0,0,0,0,0,0,0,0,DHAKA-1215
3238,Asst. Prof. Dr. Mohammad Nasimul Goni,"['MBBS', 'D-CARD']",Cardiologist,19,Impulse Hospital Ltd., Dhaka-1215,"['Abnormal Heartbeat', 'Anticoagulation Therapy', 'Cardiac Medicine', 'Cardiac Rehabilitation', 'Cardiogenic Shock', 'Cardiomyopathy', 'Coronary Artery Disease (Cad)', 'Healthy Heart Diet', 'Heart Abnormalities', 'Heart Attack', 'Heart Infection (Endocarditis)', 'High Blood Pressure', 'High Cholesterol', 'General Cardiac Check-Up']",1,0,0,0,0,0,0,0,0,0,DHAKA-1215
3239,Dr. Mohammad Zillur Rahman,"['MBBS', 'FCPS']",Oncologist,21,Impulse Hospital Ltd., Dhaka-1215,"['Adnexal Tumors', 'Adrenal Cancer', 'Bladder Cancer', 'Bone-Marrow Transfusion', 'Colorectal Cancer', 'Gastrointestinal Stromal Tumors (Gist)', 'Gynecologic Oncology', ""Hodgkin'S Lymphoma"", 'Leukemia', 'Melanoma Treatment', 'Multiple Myeloma', 'Neuroblastoma', 'Pediatric Oncology', 'Soft Tissue Sarcoma', 'Thymic Carcinoma', 'Salivary Gland Tumors']",1,1,0,0,0,0,0,0,0,0,DHAKA-1215
3240,Dr. K. M. Hossain Tawhid,"['MBBS', 'MD', 'CLINICAL ORDINATURA (UROLOGY)']",Urologist,15,Impulse Hospital Ltd., Dhaka-1215,"['Bladder Control Problems', 'Cystocele', 'Epididymitis', 'Erectile Dysfunction (Ed)', 'Hydronephrosis', 'Kidney Stones', 'Neurogenic Bladder', ""Peyronie'S Disease"", 'Prostate Problems', 'Pyelonephritis', 'Testicular Cancer', 'Ureteral Stricture', 'Urinary Tract Infections', 'Urologic Diseases', 'Orchitis']",1,0,0,1,0,0,0,0,0,0,DHAKA-1215
3241,Assoc. Prof. Dr. A. Hasnat Shaheen,"['MBBS', 'DEM', 'MPH', 'MACE']","Diabetologist
Endocrinologist",19,Impulse Hospital Ltd., Dhaka-1215,"['Adrenal Disorders', 'Depression And Anxiety In Diabetes', 'Diabetes Management', 'Diabetes Type 2', 'Gestational Diabetes', 'Hypothyroidism', 'Metabolic Disease', 'Osteoporosis Treatment', 'Parathyroid Diseases', 'Pituitary Diseases', 'Polycystic Ovary Syndrome (Pcos)', 'Prediabetes', 'Thyroid Disorder Treatment', 'Thyroid Disorders In Diabetes', 'Thyroid Swelling', 'Type 1 Diabetes Treatment', 'Thyroid Disorders In Pregnancy']",1,0,0,0,0,0,0,0,0,1,DHAKA-1215
3242,Dr. Q M Maruf Mahbub Asif,"['MBBS', 'MD']",Dermatologist,15,Impulse Hospital Ltd., Dhaka-1215,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,1,0,0,0,0,0,0,DHAKA-1215
3243,Dr. Saima Arif,"['BDS', 'PGT']",Maxillofacial and Dental Surgeon,14,Impulse Hospital Ltd., Dhaka-1215,"['Dental Caries', 'Dental Implants', 'Dental Implants', 'Dry Mouth', 'Impacted Teeth', 'Impacted Teeth', 'Improve Jaw Function', 'Mouth Tumors', 'Periodontal Disease', 'Salivary Gland Disorders', 'Sensitive Teeth', 'Temporomandibular Joint (Tmj)', 'Tooth Decay', 'Treat Oral Diseases', 'Orthodontics']",0,0,0,0,0,0,0,1,1,0,DHAKA-1215
3244,Dr. Ayesha Siddika,"['MBBS', 'BCS', 'MCPS']",Dermatologist,12,Impulse Hospital Ltd., Dhaka-1215,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,1,0,0,1,0,0,0,0,DHAKA-1215
